,id,seller,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size
2511,2511,4,131.0,12.0,91.0,12,6,3,2.8,0,0,1,0,0,0,1,2,7788,0,55.742524,37.404169,7,Оршанская улица,9,1995,3,14,True,True,False,3,True,0,0.17562166656582553,-1.5257631303342851,21.833333333333332
14149,14154,4,79.8,10.7,30.9,6,3,3,2.8,0,0,2,2,0,0,4,1,44,1,55.71016899999999,37.647217,5,Павелецкая набережная,8,2021,7,16,False,True,True,0,True,4,0.07188949648052294,1.91780846907623,26.599999999999998
19331,19338,3,85.93,15.4,48.2,6,2,3,2.85,0,0,2,2,0,0,4,1,6555,1,55.883202,37.683015000000005,2,Тайнинская улица,9к4,2020,0,24,True,True,True,0,False,0,0.1810229186377298,0.6079811584649509,42.965
14743,14748,4,52.1,8.8,30.4,3,2,3,2.64,0,1,1,0,0,0,1,1,6635,0,55.849812,37.43622,8,бульвар Яна Райниса,1,1988,3,12,False,True,False,1,True,0,0.1839324081402356,-0.8940174228987114,26.05
960,960,4,37.9,10.7,30.9,15,1,3,2.8,0,0,2,2,0,0,4,0,879,0,55.844834,37.347494,8,улица Барышиха,21,2013,7,17,False,True,True,3,False,4,0.2569565104553119,-1.127489344124429,37.9
7725,7728,4,82.0,11.0,47.0,10,3,3,2.64,0,1,1,1,1,1,1,1,5535,0,55.64043100000001,37.358166,7,Боровское шоссе,39,1988,3,17,False,True,True,1,False,0,0.2406444896161669,-1.9729425464630141,27.333333333333332
18907,18914,4,29.07,8.2,30.3,4,1,1,2.7,0,1,0,1,2,0,0,2,3029,1,55.790195,37.472261,8,улица Берзарина,30К3,2021,2,25,True,True,True,0,False,0,0.12088501704665124,-1.0930803777799893,29.07
17403,17409,4,120.0,18.0,65.0,6,3,3,2.8,0,0,1,0,0,0,3,2,3012,0,55.764014,37.64913,0,Фурманный переулок,8С2,2007,2,8,False,True,True,0,True,0,0.0754771427973459,1.170739531716694,40.0
4109,4112,1,43.8,5.4,24.5,19,2,1,2.8,1,0,2,2,0,0,4,2,8761,1,55.812727,37.738863,3,Тюменский проезд,3к2,2020,7,31,False,True,True,3,False,4,0.1773745216183836,1.114793659152126,21.9
12517,12521,4,38.0,8.3,18.7,15,1,3,2.8,0,1,2,2,1,0,1,1,5552,0,55.587194,37.596687,5,Варшавское шоссе,154К2,1982,3,16,True,True,False,3,True,0,0.14840933719044777,3.026288076278203,38.0
12728,12732,1,50.1,10.7,30.9,11,2,1,2.64,0,1,1,0,2,0,1,2,4827,0,55.799674,37.620186,2,улица 2-я Марьиной рощи,22,1977,4,16,False,True,True,1,True,0,0.07667137479281484,0.5576404002595352,25.05
17697,17703,4,56.0,7.0,36.0,3,3,1,2.64,0,1,1,0,1,0,1,1,5156,0,55.749815000000005,37.821427,3,Зеленый проспект,64,1967,0,9,False,True,False,1,True,0,0.2422914536624841,1.5080326010410008,18.666666666666668
22634,22642,1,35.0,8.0,20.0,1,1,3,2.7,1,0,1,0,0,0,1,1,3645,0,55.797336,37.564994,1,Мирской переулок,16К2,1961,3,5,True,False,False,3,False,0,0.06439928623824617,-0.22899582626506662,35.0
3777,3780,3,92.19,20.5,50.7,2,3,3,2.9,2,0,1,1,0,0,4,1,9665,1,55.795813,37.76583,3,Измайловский проезд,5Ак1,2021,2,9,False,True,True,1,True,0,0.19601468777832803,1.2532919320937548,30.73
18541,18547,3,32.9,10.7,24.9,3,1,3,3.1,1,0,2,2,0,0,4,1,1093,1,55.707852,37.606685,5,4-й Верхний Михайловский проезд,1,2021,2,13,False,True,True,0,False,4,0.03807000905793503,2.350501297457071,32.9
2429,2429,4,205.0,10.7,30.9,14,6,3,2.8,0,0,1,1,0,0,3,1,6836,0,55.72746,37.479977000000005,7,Давыдковская улица,3,2004,7,43,True,True,True,0,True,4,0.09989239862037283,-1.6425135703364317,34.166666666666664
18113,18119,3,40.37,10.4,17.9,11,1,3,2.7,0,1,2,2,0,1,4,1,6703,1,55.52117,37.354734,11,Новые Ватутинки центральный мкр,к2/3,2022,2,16,True,True,True,3,False,1,0.3100490038822408,-2.3301222367415053,40.37
11168,11172,3,52.8,11.3,27.8,30,2,3,2.65,1,0,0,1,0,0,4,1,9704,1,55.882151,37.638108,2,Полярная улица,27к1,2021,2,33,False,True,True,1,True,0,0.1587064424472247,0.37747668867300005,26.4
11062,11066,1,53.2,9.8,28.0,2,2,3,2.8,0,1,1,0,1,0,1,1,6688,0,55.972353000000005,37.169403,9,мкр. 20-й,к2034,2008,2,17,False,True,True,3,False,0,0.47412015686917863,-1.0455527033793774,26.6
15758,15763,4,56.0,14.0,34.0,15,2,3,2.8,1,0,1,0,0,1,3,1,1255,0,55.774305000000005,37.642132,3,переулок Докучаев,2,2015,2,16,False,True,False,3,False,4,0.07405229012375643,1.00518280007494,28.0
535,535,4,240.0,20.0,80.0,20,6,3,3.1,2,0,2,2,0,0,0,2,1628,0,55.793348,37.448581,8,Живописная улица,21А,2011,2,32,True,True,True,0,False,0,0.14359148005588182,-1.149429097062255,40.0
7733,7736,4,63.04,11.9,32.6,9,2,1,2.9,0,1,0,1,0,1,0,1,3428,0,55.71788299999999,37.426573,7,Рябиновая улица,3к4,2019,2,23,True,True,True,0,True,0,0.1539518764363097,-1.679713487100847,31.52
8237,8240,1,61.0,12.0,49.0,4,2,1,2.8,0,1,2,2,1,0,4,1,7928,0,55.420014,37.410349,10,пос. Щапово,58,2014,0,9,True,True,True,1,True,0,0.3572474853878177,-2.647992546165071,30.5
15409,15414,4,222.0,36.0,111.0,12,5,3,2.8,3,0,2,2,0,0,3,1,6451,0,55.798480000000005,37.520671,1,Чапаевский переулок,3,2006,5,57,True,True,True,0,True,0,0.08690504108606888,-0.7453514694920557,44.4
5919,5922,3,79.2,16.7,40.1,22,3,3,2.8,2,0,2,2,0,0,4,1,6796,1,55.719896,37.692663,4,Метрополия ЖК,6,2021,7,30,False,True,True,0,False,4,0.11400492282470821,1.7002915569365993,26.400000000000002
1963,1963,1,58.0,6.0,42.9,12,3,1,2.64,1,0,1,0,0,1,1,2,3055,0,55.818301,37.62678,2,улица Цандера,7,1972,3,12,False,True,False,1,True,0,0.09606054650644345,0.5132570470220791,19.333333333333332
15350,15355,1,49.4,6.0,34.6,7,3,2,2.8,0,1,1,0,1,0,1,1,1338,0,55.896251,37.59975,2,Мурановская улица,19Б,1974,3,9,False,True,False,3,True,0,0.16288272954158958,0.1239483015114972,16.466666666666665
3023,3025,4,37.91,10.0,27.0,11,2,3,3.0,1,0,0,1,0,0,3,1,5893,0,55.770811,37.591189,0,2-я Брестская улица,6,2019,2,12,True,True,True,2,True,4,0.037999413809754995,0.30956710787970626,18.955
17034,17040,2,60.0,6.5,45.0,3,3,3,2.8,0,1,1,0,0,1,1,1,1667,0,55.694307,37.823951,4,Ферганский проезд,7К3,1969,2,9,False,True,False,3,True,0,0.24764129571240967,1.7343031628392072,20.0
18276,18282,2,54.1,9.1,32.1,11,2,1,2.64,0,1,1,0,0,1,2,2,8308,0,55.84629,37.40327,8,Светлогорский проезд,9,2004,3,16,False,True,True,1,True,0,0.20872801383608006,-1.0062735821057696,27.05
17941,17947,4,38.0,6.0,29.0,7,2,1,2.7,0,1,0,1,0,0,1,2,9013,0,55.648677,37.532771,6,Профсоюзная улица,73,1973,2,15,False,True,True,1,False,0,0.0978773205615876,-2.6425618300435945,19.0
17063,17069,4,38.0,8.5,19.0,2,1,3,2.64,1,0,0,1,0,0,1,2,2528,0,55.637337,37.696678000000006,5,Каширское шоссе,57К2,1988,3,17,False,True,True,1,True,0,0.15220995725537462,2.2641536221962064,38.0
7023,7026,1,71.0,8.5,36.0,9,2,1,2.75,0,1,1,0,0,1,2,2,2254,0,55.85710400000001,37.496426,1,улица Ляпидевского,12,1975,3,17,False,True,True,3,True,0,0.14806372228179956,-0.5965960895496479,35.5
1916,1916,3,54.75,22.9,23.8,2,2,3,2.65,0,1,0,1,0,0,4,1,1656,1,55.802325,37.599858000000005,2,Складочная улица,6к6,2021,2,14,False,True,True,1,False,4,0.07066916769024198,0.29055199348972177,27.375
20219,20226,3,33.7,10.7,11.5,9,1,3,2.65,1,0,1,0,0,0,4,1,400,1,55.617017,37.413718,11,Саларьево Парк ЖК,29,2021,3,16,False,True,True,1,False,4,0.20334942381514928,-2.1874631775168227,33.7
13099,13103,1,53.7,10.7,30.9,13,2,3,2.8,0,1,2,2,1,0,1,1,2338,0,55.643678,37.338313,7,Лукинская улица,9,1990,3,17,True,True,True,3,False,0,0.25786733966541087,-1.931210089275337,26.85
10602,10606,3,80.1,10.7,30.9,26,2,3,2.8,0,0,2,2,0,0,4,1,2640,1,55.734385,37.525342,7,Поклонная улица,вл9,2022,2,32,False,True,False,1,False,4,0.05427111687405752,-1.5750871651827465,40.05
10172,10176,2,30.0,6.0,18.0,8,1,3,2.8,1,0,1,0,1,0,1,1,3854,0,55.734562,37.747541,4,3-я Карачаровская улица,7,1974,0,9,False,True,False,3,False,0,0.1679283920192241,1.5711290154929294,30.0
3302,3305,4,135.9,15.0,91.0,2,1,3,2.8,2,0,1,0,0,0,0,1,7755,0,55.769575,37.591611,0,Большая Садовая улица,5к1,2016,2,13,True,True,True,0,True,4,0.036958926855333446,0.33063213840360883,135.9
10942,10946,3,52.62,10.0,25.9,9,2,3,2.72,0,2,1,1,0,0,4,1,1936,1,55.669986,37.773134000000006,4,Цимлянская улица,3к2.1,2020,2,9,True,True,True,1,False,4,0.20402892911896878,1.8931268923106446,26.31
21903,21911,3,56.2,19.6,22.1,24,2,3,2.68,0,2,1,0,0,0,4,1,8040,1,55.660749,37.732,4,Люблинская улица,72к23,2021,3,25,False,True,True,1,False,0,0.16934734735299356,2.022164808738916,28.1
21581,21589,4,62.0,12.0,32.0,3,2,3,2.8,0,1,0,1,2,0,2,2,6813,0,55.860469,37.556181,1,Дмитровское шоссе,74К1,2014,3,15,True,True,True,1,True,0,0.128013859189943,-0.18407749455796696,31.0
9932,9936,1,38.0,8.0,19.0,5,1,3,2.8,0,0,1,0,0,0,2,1,434,0,55.704316000000006,37.938918,4,улица Липчанского,8,2016,3,17,True,True,True,1,True,0,0.36058086645392007,1.654931815643981,38.0
21767,21775,2,43.2,6.0,28.7,4,2,1,2.64,1,0,1,0,1,0,1,2,6419,0,55.804299,37.716252,3,Просторная улица,6,1971,0,9,False,True,False,3,True,0,0.1533811627471021,1.0992095262719177,21.6
3502,3505,4,232.0,10.7,30.9,6,5,2,2.8,4,0,2,2,0,0,4,1,8067,0,55.721863,37.568875,0,улица Ефремова,19к4,2015,7,7,True,True,True,0,True,0,0.016672824574324056,-2.4418522858246368,46.4
22566,22574,4,119.5,33.8,41.9,2,3,3,2.8,2,0,2,2,0,0,4,1,1352,1,55.78686999999999,37.494979,8,3-я Хорошевская улица,7к2,2019,2,22,False,True,True,1,False,0,0.09946423721261204,-1.0176865299016558,39.833333333333336
22496,22504,4,95.0,10.7,45.0,9,3,3,3.0,0,2,1,0,1,0,1,1,3402,0,55.71876,37.613943,5,Хавская улица,3,1938,7,10,False,True,False,1,False,4,0.03781596424414682,2.003518052859501,31.666666666666668
8686,8690,2,35.0,8.2,19.2,3,1,3,2.8,1,0,0,1,1,0,2,1,3293,0,55.78898100000001,37.784686,3,3-я Парковая улица,4,1959,0,5,True,False,False,3,False,0,0.21215664598797723,1.311665459922064,35.0
22887,22895,4,114.8,16.0,72.0,8,3,3,2.8,2,0,0,1,0,0,3,1,2000,0,55.710839,37.605068,5,улица Орджоникидзе,1,2017,2,18,True,True,True,0,True,0,0.034834050399549586,2.322155842467087,38.266666666666666
18750,18756,0,58.0,12.0,36.0,2,2,1,2.7,0,1,1,0,0,1,2,1,5192,0,55.527581000000005,37.514077,6,проезд Чечерский,126к2,2012,7,17,False,True,True,1,True,4,0.2171616489895024,-2.83503072715925,29.0
15968,15974,4,61.6,12.0,32.0,12,2,1,3.0,1,0,1,0,0,1,0,1,7641,0,55.89555,37.574804,2,Абрамцевская улица,10,2019,7,12,False,True,True,0,True,4,0.1610039563169826,-0.02987089607223035,30.8
3914,3917,1,30.0,6.0,20.0,5,1,3,2.8,1,0,1,0,1,0,2,2,9716,0,55.817198,37.727418,3,Ивантеевская улица,15К2,1961,0,5,True,False,False,1,False,0,0.16931009829362212,1.0612916786194102,30.0
12191,12195,2,45.0,6.0,30.0,13,2,1,2.8,0,1,1,0,1,0,1,1,428,0,55.677945,37.756425,4,Краснодарская улица,33,1971,4,14,True,False,False,3,False,0,0.18567291843084976,1.8809758370907728,22.5
22093,22101,3,43.8,9.8,25.8,27,1,3,3.1,1,0,2,2,0,0,4,1,3883,1,55.656986,37.559173,6,Херсонская улица,43к7,2019,2,32,False,True,True,1,False,4,0.08027754894360635,-2.884146323615714,43.8
19943,19950,4,81.0,10.7,30.9,15,3,1,2.8,1,0,0,1,0,0,1,2,268,0,55.703185,37.491548,7,Мосфильмовская улица,88к4с1,2015,2,21,True,True,True,0,False,0,0.09350616021742818,-1.9136311139492532,27.0
19482,19489,3,80.0,13.0,45.5,29,3,3,2.8,2,0,0,1,0,0,4,1,6796,1,55.719896,37.692663,4,Метрополия ЖК,6,2021,7,30,False,True,True,0,False,4,0.11400492282470821,1.7002915569365993,26.666666666666668
19914,19921,1,33.0,6.0,19.0,5,1,3,2.8,0,1,0,1,0,0,2,1,5788,0,55.60374100000001,37.547567,6,Новоясеневский проспект,19К1,1978,2,9,True,True,True,1,True,0,0.1347430003072035,-2.9014638917768565,33.0
18166,18172,3,59.1,20.8,23.1,2,2,3,2.65,0,2,0,1,0,0,4,1,8317,1,55.617017,37.413718,11,Саларьево Парк ЖК,33,2022,3,16,False,True,True,1,False,4,0.20334942381514928,-2.1874631775168227,29.55
696,696,2,59.0,10.2,35.0,11,2,1,2.64,0,1,1,0,1,0,1,2,4914,0,55.842479,37.421012,8,проезд Донелайтиса,20К1,1989,3,22,False,True,True,3,True,0,0.19180244946965502,-0.9735648612630595,29.5
1033,1033,4,40.0,10.7,30.9,1,1,3,2.8,0,0,2,2,0,0,4,0,7635,2,55.78567,37.476196,8,улица Маршала Тухачевского,24К3,2013,7,12,False,False,False,3,False,4,0.11533133538943623,-1.1122375745861537,40.0
3008,3010,4,58.09,17.7,26.8,4,2,1,2.8,1,0,1,0,0,0,0,1,4574,0,55.75461800000001,37.524058,0,Шмитовский проезд,39к1,2019,2,55,True,True,True,0,True,0,0.05904507418409132,-1.2252332582556094,29.045
8367,8371,3,81.9,31.2,27.9,17,2,3,2.8,1,1,2,2,0,1,4,1,8076,1,55.818574,37.752032,3,Тагильская улица,1А,2021,7,24,False,True,True,1,False,4,0.19177350093438314,1.117659459709745,40.95
2305,2305,1,90.5,9.0,58.0,12,4,3,2.8,0,1,2,2,0,1,0,1,7396,0,55.840851,37.605436,2,В мкр,50,2002,2,16,True,True,True,3,False,0,0.10932669141640251,0.2384572632437841,22.625
5592,5595,4,60.6,12.5,36.6,2,2,1,2.7,0,1,1,0,0,0,0,1,6034,0,55.70298199999999,37.948844,4,улица Лавриненко,13к3,2020,3,17,True,True,True,1,False,4,0.3705841903347088,1.6562679154279591,30.3
10801,10805,3,58.0,20.7,23.9,9,2,3,2.65,0,2,0,1,0,0,4,1,4162,1,55.59516,37.741109,12,23-й км,5к1,2021,3,9,False,True,True,1,False,1,0.21337661199479122,2.2830961785656085,29.0
17173,17179,1,30.0,6.1,17.6,1,1,3,2.65,1,0,1,0,0,0,4,1,379,0,55.688974,37.587587,6,улица Винокурова,7/5К3,1960,4,5,True,False,False,3,False,0,0.04633522908801346,2.968629604613292,30.0
4788,4791,1,38.0,10.0,19.5,8,1,3,2.8,0,0,2,2,0,0,4,0,6364,0,55.565137,37.576403000000006,6,улица Грина,3К2,1988,3,17,False,True,False,3,False,0,0.16951125691059823,-3.122656984377642,38.0
20844,20851,4,76.2,10.0,45.0,6,3,1,2.74,0,1,1,1,0,2,2,1,2360,0,55.713365,37.88757,3,Святоозерская улица,14,2005,3,12,False,True,True,1,True,0,0.3086898669674741,1.6396994438013932,25.400000000000002
12490,12494,4,418.0,24.1,225.9,16,6,1,3.0,4,1,1,0,0,0,3,1,2304,0,55.695195,37.530229,7,Ломоносовский проспект,25к2,2010,2,17,True,True,True,0,True,3,0.06318943081501835,-2.2444989110464397,69.66666666666667
1355,1355,3,39.9,12.5,16.6,4,1,3,2.8,1,0,1,0,1,1,4,1,6512,1,55.854987,37.559155,1,Дмитровское шоссе,71к1,2021,2,24,False,True,True,1,True,0,0.12209521723868048,-0.16834869316506043,39.9
15272,15277,4,62.8,20.5,26.1,10,2,3,0.0,0,2,0,1,0,0,4,1,4852,1,55.80589200000001,37.716432,3,Просторная улица,7к2,2022,2,32,False,True,True,1,False,4,0.15427101282930328,1.0905405978346538,31.4
1060,1060,4,43.0,10.7,30.9,6,2,3,2.8,0,0,2,2,0,0,4,0,1589,0,55.796385,37.461077,8,улица Рогова,12,1965,0,9,False,True,False,3,False,0,0.1336632753348429,-1.0904233524563285,21.5
17855,17861,4,33.1,8.0,18.0,9,1,3,2.65,1,0,1,0,0,0,1,1,5114,0,55.670102,37.651672,5,улица Академика Миллионщикова,13К2,1969,3,9,False,True,False,3,False,0,0.09672048307763902,2.301017159337554,33.1
2325,2325,0,53.0,10.4,27.8,2,2,1,2.8,1,0,1,0,0,0,0,1,5815,0,55.494869,36.920013,10,улица Генерала Донскова,8,2017,3,3,True,False,False,1,False,2,0.7018199019381341,-1.9194260059472052,26.5
1729,1729,3,20.49,2.6,10.6,6,1,3,3.0,1,0,1,0,0,0,4,1,4035,1,55.85718000000001,37.627687,2,Сельскохозяйственная улица,вл35,2020,2,11,False,True,True,1,False,0,0.1316534181288076,0.37380320163730335,20.49
15905,15911,3,59.7,20.7,23.4,2,2,3,2.8,0,2,0,1,0,0,4,1,856,1,55.860423,37.541063,1,Ильменский проезд,17к1,2021,2,23,False,True,True,1,False,4,0.13157888987388963,-0.29733921578367,29.85
15674,15679,4,53.0,8.0,38.0,30,2,2,3.1,0,2,1,1,1,0,2,1,4328,0,55.774026,37.467221,8,улица Саляма Адиля,2к1,2011,2,40,False,True,True,1,True,0,0.11910027922259894,-1.2335583154944612,26.5
9770,9774,1,34.7,6.4,19.8,4,1,3,2.8,0,1,2,2,1,0,1,1,661,0,55.608292000000006,37.707063,5,Ореховый бульвар,10К1,1975,3,9,True,True,True,3,True,0,0.17944866940681517,2.3517633919853176,34.7
19514,19521,4,90.0,12.0,53.8,9,3,3,2.75,0,1,1,1,0,1,4,1,2116,0,55.704418,37.77749,4,Волгоградский проспект,145К2,2004,2,15,False,True,True,0,False,0,0.20016865542400245,1.7222467510993171,30.0
4618,4621,3,83.0,10.7,30.9,12,2,3,2.8,0,0,2,2,0,0,4,1,2434,1,55.662136,37.512559,6,улица Эльдара Рязанова,2,2019,7,17,False,True,True,0,False,4,0.09874111990699645,-2.3950771782065803,41.5
20337,20344,3,113.1,10.7,30.9,61,3,3,2.8,0,0,0,1,1,0,4,1,1047,1,55.751143000000006,37.533733000000005,0,1-й Красногвардейский проезд,вл17-18,2020,2,63,True,True,True,0,True,0,0.04876493897152008,-1.225077324982474,37.699999999999996
8789,8793,1,52.6,8.8,31.5,2,2,3,2.6,0,1,1,0,0,1,1,2,7401,0,55.787766000000005,37.73359,3,Мироновская улица,24,1973,0,14,False,True,False,3,True,0,0.1628918608748801,1.2384322650084996,26.3
11263,11267,2,39.4,8.3,19.1,13,1,3,2.64,1,0,1,0,1,0,1,1,7002,0,55.864242,37.620034,2,улица Мусоргского,5К3,1994,3,17,False,True,True,1,True,0,0.13578035134030703,0.3022792091094267,39.4
10845,10849,3,84.9,14.3,43.8,3,3,3,2.65,0,2,1,1,0,0,4,1,5033,1,55.544886,37.478459,11,Бунинские Луга ЖК,к2.2/2,2021,3,9,False,True,True,1,False,4,0.2150121763430002,-2.6517859847154686,28.3
267,267,3,62.0,25.0,21.4,6,2,3,2.89,1,1,1,0,0,1,4,1,654,1,55.567774,37.496183,11,Сосенское поселение,бульвар Скандинавский,2021,2,16,False,True,True,0,False,4,0.18654055131976063,-2.677908204426459,31.0
8832,8836,1,23.6,6.0,12.0,15,1,3,2.74,1,0,2,2,0,0,0,1,1748,0,55.968,37.150583000000005,9,проспект Георгиевский,37к1,2018,2,17,True,True,True,1,True,0,0.4883990500529111,-1.0725892590292156,23.6
16897,16903,1,165.0,20.0,120.0,3,4,3,2.8,0,2,2,2,0,0,2,1,4399,0,55.801536,37.636715,2,проспект Мира,102к2,2015,7,7,False,True,True,3,False,4,0.08796998647152046,0.7064166301359203,41.25
10206,10210,1,31.5,6.0,19.0,7,1,3,2.8,1,0,1,0,1,0,4,1,549,0,55.710783,37.768624,4,Зеленодольская улица,32К2,1965,4,9,False,True,False,3,True,4,0.19050827731802802,1.696237024501687,31.5
16938,16944,1,38.5,8.9,17.1,2,1,3,3.2,1,0,1,0,1,0,4,1,2826,0,55.723607,37.824032,3,Вешняковская улица,18к1,2019,3,13,False,True,True,0,True,1,0.24466727174578812,1.6158149675201905,38.5
20919,20926,4,63.6,13.0,33.7,17,2,3,2.75,0,1,2,2,2,0,0,2,3242,0,55.702551,37.933303,4,улица Недорубова,11,2014,3,17,False,True,True,1,True,0,0.3551410576774458,1.6612127986099279,31.8
5370,5373,2,31.6,7.7,16.5,6,1,3,2.64,1,0,1,0,1,0,1,1,2554,0,55.62273100000001,37.589994,5,Днепропетровская улица,19К2,1970,2,9,False,True,False,3,True,0,0.11236745218541215,3.0490729075839296,31.6
12086,12090,1,47.1,10.0,24.0,5,1,3,3.0,1,0,1,0,1,0,4,1,4135,0,55.467719,37.288007,10,бульвар Троицкий,1,2017,7,7,True,True,True,3,True,0,0.3953085398772169,-2.311985979080265,47.1
6516,6519,4,78.0,20.0,80.0,1,3,3,3.1,2,0,2,2,0,0,0,2,8807,0,55.841372,37.3659,8,Митинская улица,17К2,2011,2,32,False,True,True,0,False,0,0.23889229269161416,-1.1075312728514322,26.0
20811,20818,4,42.0,6.0,26.0,5,2,1,2.5,0,1,1,1,1,0,2,1,7470,0,55.75525699999999,37.806785,3,Федеративный проспект,18К1,1961,0,5,True,False,False,3,False,0,0.22810801224016322,1.4801927711610239,21.0
23250,23258,3,106.7,31.1,35.5,5,3,3,3.2,2,0,1,0,0,0,4,1,7529,1,55.747287,37.622774,0,Софийская набережная,34С4,2018,2,8,True,True,True,1,True,0,0.044982350622900916,1.2852864399192214,35.56666666666667
10195,10199,1,37.6,8.0,19.0,6,1,3,2.8,1,0,1,0,1,0,1,1,7679,0,55.70461,37.915732,4,Рождественская улица,19к2,2010,3,17,False,True,True,1,True,0,0.3374562365382807,1.659837670627868,37.6
5743,5746,3,39.71,15.7,14.1,2,1,3,2.8,1,0,1,0,0,0,4,1,4571,1,55.666858,37.759866,4,улица Верхние Поля,32,2021,2,22,False,True,True,0,False,4,0.19256864147325797,1.9303685464568852,39.71
11852,11856,3,56.5,17.5,26.2,29,2,3,2.8,1,1,1,1,0,0,4,1,5435,1,55.719896,37.692663,4,Метрополия ЖК,2,2021,4,30,False,True,True,0,True,0,0.11400492282470821,1.7002915569365993,28.25
14602,14607,3,67.2,10.7,30.9,24,2,3,2.8,0,0,1,1,0,0,4,1,679,1,55.808938,37.578648,1,Дмитровское шоссе,1Б,2021,3,58,False,True,True,0,True,0,0.07432639184875657,-0.012978490289029865,33.6
2054,2054,3,83.39,11.3,45.8,11,3,3,2.8,1,1,2,2,2,0,4,1,1274,1,55.847973,37.628882,2,проезд Серебрякова,2Ак3,2020,7,24,False,True,True,0,False,4,0.12359958759154743,0.410012652033734,27.796666666666667
7930,7933,4,61.18,10.5,32.4,4,2,3,2.8,0,1,1,0,0,1,4,1,936,1,55.715824,37.388879,7,Барвихинская улица,6,2020,2,10,False,True,True,0,False,4,0.19165730413484097,-1.669013916023061,30.59
